bulletin,description,act_type_n1,grupo_muestreo
dogv,"ANUNCIO del procedimiento por el cual se modifica sustancialmente la autorización ambiental integrada 035/AAI/CV, para el proyecto de descarbonización de los productos y procesos productivos que se llevan a cabo en la refinería de Castellón de la Plana (proyecto de interés autonómico), para una industria de refinamiento de crudo de petróleo situada en el polígono industrial El Serrallo, s/n, de Castellón de la Plana, y el titular de la cual es la mercantil BP Energía España, SAU.",anuncio,AAI
docm,"Notificación de 03/01/2025, de la Secretaría General, por la que se da publicidad a la resolución del recurso de alzada interpuesto en materia de autorización ambiental integrada RA 385/2023.",notificación,AAI
boa,"RESOLUCIÓN de 5 de junio de 2024, del Instituto Aragonés de Gestión Ambiental, por la que se modifica puntualmente la Resolución de 27 de agosto de 2007, del Instituto Aragonés de Gestión Ambiental, por la que se formula la declaración de impacto ambiental y se otorga la Autorización Ambiental Integrada para el proyecto de ampliación de explotación porcina de cebo hasta una capacidad de 4.715 plazas en el término municipal Nonaspe (Zaragoza), y promovido por D. Miguel Roc Salvador. (Número de Expediente INAGA 500305/02/2024/04617).",resolución,AAI
boja,"Acuerdo de 18 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por el que se abre un periodo de información pública sobre el proyecto y la valoración de impacto de la salud del proyecto que se cita, con el fin de obtener autorización ambiental integrada, en el término municipal de Los Barrios (Cádiz).",acuerdo,AAI
docm,"Resolución de 07/02/2025, de la Dirección General de Calidad Ambiental, por la que se modifica la autorización ambiental integrada otorgada a la planta de fabricación de lana de vidrio y roca propiedad de Saint Gobain Isover Ibérica, SL ubicada en el término municipal de Azuqueca de Henares (Guadalajara), como consecuencia de modificaciones no sustanciales en la instalación y se emite su texto refundido (expediente AAI-GU-016).",resolución,AAI
dog,"ANUNCIO de 19 de marzo de 2025, de la Dirección General de Calidad Ambiental y Sostenibilidad, por el que se da publicidad a la resolución por la que se deniega la solicitud de autorización ambiental integrada a Bioenergía Lugo, S.L.U. para una planta de gestión de residuos orgánicos y producción de biometano para su inyección en red, situada en el ayuntamiento de Lugo (expediente 2024-IPPC-I-25).",anuncio,AAI
docm,"Resolución de 03/03/2025, de la Dirección General de Calidad Ambiental, por la que se modifica la autorización ambiental integrada de la planta de fabricación de estaño para soldadura ubicada en el término municipal de Las Ventas de Retamosa (Toledo) titularidad de la empresa CRM Synergies, SL. Expediente AAI-TO-385.",resolución,AAI
boa,"RESOLUCIÓN de 22 de enero de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se considera no sustancial la modificación prevista por Linamar Light Metals Zaragoza, SAU de la planta de fundición de aleaciones de aluminio ubicada en el término municipal de Zaragoza y se modifica puntualmente la Autorización Ambiental Integrada de dicha planta (Número de Expediente: INAGA 500301/02/2024/10061).",resolución,AAI
bor,"Resolución 95/2025, de 26 de marzo, de la Dirección General de Calidad Ambiental, Cambio Climático y Agua, por la que se modifican la Autorización ambiental integrada y la Declaración de impacto ambiental y se aprueba el texto único de la Autorización ambiental integrada de la planta de regeneración de aceites usados en el término municipal de Alfaro. Expediente IPPC 15/AAI 20-2023 y AAI 26-2023. EIA 12/2024",resolución,AAI
docm,"Anuncio de 15/01/2025, de la Dirección General de Calidad Ambiental, por el que se inicia el periodo de información pública de la solicitud de autorización ambiental integrada y del estudio de impacto ambiental del proyecto titulado: Planta de producción de hidrógeno verde de 200 MW, Proyecto Hydric a realizar en el término municipal de Puertollano (Ciudad Real), titularidad de la empresa Hydric Power, SL (expediente AAI-CR-101 y PRO-SC-24-1172).",anuncio,AAI
dogv,"RESOLUCIÓN de 21 de octubre de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula la declaración de impacto ambiental del proyecto de autorización ambiental integrada de una industria de fabricación de pavimento y revestimiento cerámico, carretera Onda en Ribesalbes, km 3, del término municipal de Onda. Expediente: (1646146) 110/2020-AIA.",resolución,AAI
borm,"Anuncio de Información Pública del proyecto y la solicitud de autorización ambiental integrada de planta de producción de biometano y biofertilizante a partir de residuos orgánicos en Polígono 48, Parcela 32, T.M. de Lorca, promovido por QE BIOLORCA, S.L., expediente AAI20240017.",anuncio,AAI
bocm,"Informe ambiental estratégico
– Resolución de 27 de diciembre de 2024, de la Directora General de Transición Energética y Economía Circular de la Consejería de Medio Ambiente, Agricultura e Interior, por la que se acuerda hacer público el Informe Ambiental Estratégico del Plan Especial de definición de Redes en el ámbito del Área de Planeamiento Específico 21.10 Recinto del Parque Ferial Juan Carlos I y su entorno, en el término municipal de Madrid, promovido por Consorcio Institución Ferial de Madrid (IFEMA). (Expediente: 26-UB2-00148.4/2024, SIA 24/136)",resolución,IAE
bopv,"RESOLUCIÓN de 8 de enero de 2025, del Director de Administración Ambiental, por la que se formula la Declaración Ambiental Estratégica de la 3.ª modificación del plan especial de ordenación del puerto de Bermeo.
				
2025/00564",resolución,IAE
boc,"Informe Ambiental Estratégico de la Modificación Puntual número 12 del Plan General de Ordenación Urbana de Comillas, que incluye el Documento de Alcance del Estudio Ambiental Estratégico.",otros,IAE
bopa,"Resolución de 18 de diciembre de 2024, de la Consejería de Transición Ecológica, Industria y Desarrollo Económico, por la que se formula el informe ambiental estratégico del estudio de implantación de nave ganadera en Canales (Cabrales) (IA-PP-0083/2023//AUTO/2023/6186). [Cód. 2024-11348]",resolución,IAE
boa,"RESOLUCIÓN de 22 de enero de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se decide no someter al procedimiento de evaluación ambiental estratégica ordinaria la modificación aislada PGOU de Fuendejalón, en el término municipal de Fuendejalón (Huesca), promovido por el Ayuntamiento de Fuendejalón, y se emite el informe ambiental estratégico. (Número de Expediente: INAGA 500201/71A/2023/07682).",resolución,IAE
bocyl,"ORDEN MAV/1596/2024, de 19 de diciembre, por la que se formula el informe ambiental estratégico del estudio de detalle de la modificación de la ordenación detallada por cambio de emplazamiento de dos parcelas de equipamiento privado del plan parcial parque empresarial Las Condas de Piedralaves (Ávila). Expte.: EAES/2024/035.",orden,IAE
bon,INFORMACIÓN PÚBLICA. Evaluación ambiental estratégica ordinaria de la actualización del Plan de Regadíos de la Comunidad Foral de Navarra.,información_pública,IAE
bopa,"Resolución de 11 de marzo de 2025, de la Consejería de Transición Ecológica, Industria y Comercio, por la que se formula el informe ambiental estratégico del plan especial para instalación de servicios de alquiler y postventa de vehículos ligeros en Pruvia (Llanera) (IA-PP-0182/2024//AUTO/2024/15448). [Cód. 2025-02089]",resolución,IAE
bocm,"Informe ambiental estratégico
– Resolución de 17 de febrero de 2025, de la Directora General de Transición Energética y Economía Circular de la Consejería de Medio Ambiente, Agricultura e Interior, por la que se acuerda hacer público el Informe Ambiental Estratégico de la Modificación Puntual número 1/2024 del Plan General de Ordenación Urbana de 1969, en calle Molino de la Cruz, con vuelta calle Calvario, en el término municipal de Los Molinos, promovido por el Ayuntamiento de Los Molinos. (Expediente: 26-UB2-00073.2/2024, SIA 24/073)",resolución,IAE
bocyl,"ORDEN MAV/1586/2024, de 27 de diciembre, por la que se formula el informe ambiental estratégico de la modificación puntual n.º 35 de las Normas Subsidiarias de Planeamiento Municipal de El Royo (Soria). Expte.: EAES/2024/094.",orden,IAE
dogc,"Resolución TER/978/2025, de 24 de enero, por la que se emite el informe ambiental estratégico de la Modificación puntual del Plan de ordenación urbanística municipal para la zonificación del suelo no urbanizable para la implantación de instalaciones de energías renovables en el término municipal de Sant Joan de Vilatorrada (exp. OTAACC20240065)",resolución,IAE
bocm,"Informe ambiental estratégico
– Resolución de 20 de diciembre de 2024, de la Directora General de Transición Energética y Economía Circular de la Consejería de Medio Ambiente, Agricultura e Interior, por la que se acuerda hacer público el Informe Ambiental Estratégico de la Modificación Puntual de las Normas Subsidiarias de Gascones para reclasificación de suelo urbanizable no sectorizado a suelo urbano no consolidado con ordenación pormenorizada, de uso característico residencial en polígono 4, parcelas 85 y 10085. Prado Bamboas, promovido por el Ayuntamiento de Gascones. (Expediente: 26-UB2-00110.2/2023, SIA 23/108)",resolución,IAE
boja,"Anuncio de 20 de enero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Granada, por el que se hace público informe ambiental estratégico del Plan Especial ARR-01 del Plan General de Ordenación Urbanística e Innovación del Área de intervención AI-SM del PEPRI Albaicín, en el término municipal de Granada.",anuncio,IAE
bon,"RESOLUCIÓN 79E/2025, de 9 de febrero, de la directora general de Medio Ambiente por la que se emite informe ambiental estratégico de la ""Modificación estructurante del Plan Municipal de Guesálaz, artículo 53 de la Normativa Urbanística General - Normas generales en suelo no urbanizable. Usos y actividades constructivas"", promovido por el Ayuntamiento de Guesálaz.",resolución,IAE
bopv,"RESOLUCIÓN de 6 de marzo de 2025, del Director de Administración Ambiental, por la que se formula el informe ambiental estratégico de la Modificación del Plan Especial de protección del patrimonio urbanístico construido de Donostia / San Sebastián referido a la Avenida de Satrustegi 11 (Gipuzkoa).

				
2025/01356",resolución,IAE
bocyl,"ORDEN MAV/293/2025, de 24 de marzo, por la que se formula el informe ambiental estratégico de la modificación puntual n.º 1 del Plan General de Ordenación Urbana de El Espinar (Segovia). Expte.: EAES/2024/023.",orden,IAE
bon,"RESOLUCIÓN 1264E/2024, de 9 de diciembre, de la directora general de Medio Ambiente por la que se formula informe ambiental estratégico del ""Plan de Conjunto de parte de los términos municipales de Barañáin y Pamplona, paraje Elizpea"", promovido por Promociones Ocec, SA.",resolución,IAE
boja,"Resolución de 18 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Sevilla, por la que se da publicidad al informe ambiental estratégico que se cita, en el término municipal de La Rinconada (Sevilla).",resolución,IAE
madridambiental,"RESOLUCIÓN DE 27 DE DICIEMBRE DE 2024, DE LA DIRECTORA GENERAL DE TRANSICIÓN ENERGÉTICA Y ECONOMÍA CIRCULAR DE LA CONSEJERÍA DE MEDIO AMBIENTE, AGRICULTURA E INTERIOR, POR LA QUE SE ACUERDA HACER PÚBLICO EL INFORME AMBIENTAL ESTRATÉGICO DEL PLAN ESPECIAL DE DEFINICIÓN DE REDES EN EL ÁMBITO DEL ÁREA DE PLANEAMIENTO ESPECÍFICO 21.10 RECINTO DEL PARQUE FERIAL JUAN CARLOS I Y SU ENTORNO, EN EL TÉRMINO MUNICIPAL DE MADRID, PROMOVIDO POR CONSORCIO INSTITUCIÓN FERIAL DE MADRID (IFEMA). (EXPEDIENTE: 26-UB2-00148.4/2024, SIA 24/136).",resolución,IAE
borm,"Consultas públicas a personas interesadas para el inicio de la evaluación ambiental estratégica del Plan Especial de Reordenación Urbana en ámbito UM-562, Alquerías.",otros,IAE
bopa,"Resolución de 5 de febrero de 2025, de la Consejería de Transición Ecológica, Industria y Desarrollo Económico, por la que se formula la declaración ambiental estratégica de la modificación puntual del Plan General de Ordenación de Gijón en el ámbito APU-NGN-03 para calificación de parcelas como dotacional privado y zona verde. Expte. IA-PP-0171/2023//AUTO/2023/15854. [Cód. 2025-00968]",resolución,IAE
